ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,reason,evidence_url,changed_by,RuleAction
20251210-1540_Sprint-6A-snake-case-and-column-reorder_20,2025-12-10T10:40:51.135568,NYC_GOID_000019,Black Car and Livery Task Force,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_21,2025-12-10T10:40:51.135603,NYC_GOID_000021,Board of Correction,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_22,2025-12-10T10:40:51.135639,NYC_GOID_000022,Board of Education Retirement System,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_23,2025-12-10T10:40:51.135674,NYC_GOID_000023,Board of Elections,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_24,2025-12-10T10:40:51.135714,NYC_GOID_000024,Board of Health,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_25,2025-12-10T10:40:51.135750,NYC_GOID_000025,Board of Standards and Appeals,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_26,2025-12-10T10:40:51.135785,NYC_GOID_000026,Office of the Borough President of The Bronx,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_27,2025-12-10T10:40:51.135820,NYC_GOID_000027,Office of the Borough President of Brooklyn,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_28,2025-12-10T10:40:51.135855,NYC_GOID_000028,Office of the Borough President of Manhattan,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_29,2025-12-10T10:40:51.135890,NYC_GOID_000029,Office of the Borough President of Queens,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_30,2025-12-10T10:40:51.135924,NYC_GOID_000030,Office of the Borough President of Staten Island,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_31,2025-12-10T10:40:51.135959,NYC_GOID_000034,Brooklyn Bridge Park Corporation,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_32,2025-12-10T10:40:51.135994,NYC_GOID_000035,Brooklyn Bridge Park Development Corporation,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_33,2025-12-10T10:40:51.136030,NYC_GOID_000036,Brooklyn Marine Terminal Task Force,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_34,2025-12-10T10:40:51.136065,NYC_GOID_000037,Brooklyn Navy Yard Development Corporation,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_35,2025-12-10T10:40:51.136100,NYC_GOID_000038,Brooklyn Public Library,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_36,2025-12-10T10:40:51.136134,NYC_GOID_000040,Business Integrity Commission,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_37,2025-12-10T10:40:51.136169,NYC_GOID_000041,Cabinet for Older New Yorkers,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_38,2025-12-10T10:40:51.136206,NYC_GOID_000042,Campaign Finance Board,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_39,2025-12-10T10:40:51.136241,NYC_GOID_000043,Cannabis Advisory Council,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_40,2025-12-10T10:40:51.136277,NYC_GOID_000044,Caribbean Advisory Council,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_41,2025-12-10T10:40:51.136312,NYC_GOID_000045,Catskill Watershed Corporation,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_42,2025-12-10T10:40:51.136348,NYC_GOID_000047,Center for Innovation through Data Intelligence,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_43,2025-12-10T10:40:51.136384,NYC_GOID_000048,Central Park Conservancy,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_44,2025-12-10T10:40:51.136418,NYC_GOID_000050,Charter Revision Commission,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_45,2025-12-10T10:40:51.136455,NYC_GOID_000052,Chief Climate Officer,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_46,2025-12-10T10:40:51.136490,NYC_GOID_000053,Chief Efficiency Officer,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_47,2025-12-10T10:40:51.136526,NYC_GOID_000054,Chief Housing Officer,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_48,2025-12-10T10:40:51.136561,NYC_GOID_000056,Child Care Advisory Board,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_49,2025-12-10T10:40:51.136596,NYC_GOID_000057,Child Care Task Force,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_50,2025-12-10T10:40:51.136641,NYC_GOID_000058,Child Fatality Review Advisory Team,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_51,2025-12-10T10:40:51.136676,NYC_GOID_000059,American Museum of Natural History,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_52,2025-12-10T10:40:51.136710,NYC_GOID_000060,Bronx County Historical Society,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_53,2025-12-10T10:40:51.136746,NYC_GOID_000061,Bronx Museum of the Arts,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_54,2025-12-10T10:40:51.136780,NYC_GOID_000062,Brooklyn Academy of Music,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_55,2025-12-10T10:40:51.136814,NYC_GOID_000063,Brooklyn Botanic Garden,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_56,2025-12-10T10:40:51.136847,NYC_GOID_000064,Brooklyn Children's Museum,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_57,2025-12-10T10:40:51.136881,NYC_GOID_000065,Brooklyn Museum,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_58,2025-12-10T10:40:51.136915,NYC_GOID_000066,Carnegie Hall,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_59,2025-12-10T10:40:51.136965,NYC_GOID_000067,El Museo del Barrio,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_60,2025-12-10T10:40:51.137007,NYC_GOID_000068,Flushing Council on Culture and the Arts / Flushing Town Hall,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_61,2025-12-10T10:40:51.137045,NYC_GOID_000069,Jamaica Center for Arts and Learning,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_62,2025-12-10T10:40:51.137082,NYC_GOID_000070,Jazz at Lincoln Center,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_63,2025-12-10T10:40:51.137118,NYC_GOID_000071,Lincoln Center Theater,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_64,2025-12-10T10:40:51.137154,NYC_GOID_000072,Metropolitan Museum of Art,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_65,2025-12-10T10:40:51.137191,NYC_GOID_000073,Museum of the City of New York,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_66,2025-12-10T10:40:51.137226,NYC_GOID_000074,Museum of Jewish Heritage,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_67,2025-12-10T10:40:51.137260,NYC_GOID_000075,Museum of Modern Art,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_68,2025-12-10T10:40:51.137295,NYC_GOID_000076,Museum of the Moving Image,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_69,2025-12-10T10:40:51.137330,NYC_GOID_000077,New York Botanical Garden,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_70,2025-12-10T10:40:51.137364,NYC_GOID_000078,New York City Ballet,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_71,2025-12-10T10:40:51.137399,NYC_GOID_000079,New York City Center,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_72,2025-12-10T10:40:51.137434,NYC_GOID_000080,New York Hall of Science,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_73,2025-12-10T10:40:51.137468,NYC_GOID_000081,MoMA PS1,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_74,2025-12-10T10:40:51.137503,NYC_GOID_000082,Public Theater,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_75,2025-12-10T10:40:51.137538,NYC_GOID_000083,Queens Botanical Garden,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_76,2025-12-10T10:40:51.137572,NYC_GOID_000084,Queens Museum,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_77,2025-12-10T10:40:51.137606,NYC_GOID_000085,Queens Theatre in the Park,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_78,2025-12-10T10:40:51.137643,NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_79,2025-12-10T10:40:51.137679,NYC_GOID_000087,Staten Island Children's Museum,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_80,2025-12-10T10:40:51.137715,NYC_GOID_000088,Staten Island Historical Society,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_81,2025-12-10T10:40:51.137750,NYC_GOID_000089,Staten Island Museum,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_82,2025-12-10T10:40:51.137784,NYC_GOID_000090,Staten Island Zoological Society,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_83,2025-12-10T10:40:51.137818,NYC_GOID_000091,Studio Museum in Harlem,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_84,2025-12-10T10:40:51.137853,NYC_GOID_000092,Wave Hill,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_85,2025-12-10T10:40:51.137887,NYC_GOID_000093,Weeksville Heritage Center,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_86,2025-12-10T10:40:51.137920,NYC_GOID_000094,Wildlife Conservation Society,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_87,2025-12-10T10:40:51.137954,NYC_GOID_000095,Citizens' Advisory Committee,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_88,2025-12-10T10:40:51.137988,NYC_GOID_000096,City Commission on Human Rights,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_89,2025-12-10T10:40:51.138022,NYC_GOID_000097,New York City Council,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_90,2025-12-10T10:40:51.138056,NYC_GOID_000098,City Planning Commission,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_91,2025-12-10T10:40:51.138090,NYC_GOID_000099,City University of New York,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_92,2025-12-10T10:40:51.138125,NYC_GOID_000100,City University Construction Fund,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_93,2025-12-10T10:40:51.138161,NYC_GOID_000101,Graduate Education Task Force,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_94,2025-12-10T10:40:51.138200,NYC_GOID_000102,Civic Engagement Commission,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_95,2025-12-10T10:40:51.138241,NYC_GOID_000103,Civil Service Commission,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_96,2025-12-10T10:40:51.138275,NYC_GOID_000105,Civilian Complaint Review Board,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_97,2025-12-10T10:40:51.138310,NYC_GOID_000106,Climate Change Adaptation Taskforce,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_98,2025-12-10T10:40:51.138345,NYC_GOID_000107,Climate Mobilization Advisory Board,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_99,2025-12-10T10:40:51.138385,NYC_GOID_000108,Commercial Waste Zone Safety Task Force,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_100,2025-12-10T10:40:51.138422,NYC_GOID_000109,Commission to Combat Police Corruption,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_101,2025-12-10T10:40:51.138455,NYC_GOID_000110,Commission on Community Reinvestment and the Closure of Rikers Island,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_102,2025-12-10T10:40:51.138489,NYC_GOID_000111,Commission on Gender Equity,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_103,2025-12-10T10:40:51.138524,NYC_GOID_000112,Commission on Public Information and Communication,listed_in_nyc_gov_agency_directory,False,FALSE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
20251210-1540_Sprint-6A-snake-case-and-column-reorder_104,2025-12-10T10:40:51.138557,NYC_GOID_000113,Commission on Racial Equity,listed_in_nyc_gov_agency_directory,True,TRUE,System_GlobalRule,Standardized boolean format,,,Claude,FORMAT_BOOLEAN
