RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_300102,Manhattan Community Board 2,"Community Board 02, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbmanhattan.cityofnewyork.us/cb2/,,CB,,,,1951,Susan Kent,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300311,Brooklyn Community Board 11,"Community Board 11, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.brooklyncb11.org/,,CB,,,,1951,Laurie Windsor,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300112,Manhattan Community Board 12,"Community Board 12, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbmanhattan.cityofnewyork.us/cb12/,,CB,,,,1951,Eleazar Bueno,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300212,Bronx Community Board 12,"Community Board 12, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb12/index.page,,CB,,,,1951,Beatriz Coronel,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300414,Queens Community Board 14,"Community Board 14, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb14/index.page,,CB,,,,1951,Dolores Orr,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300314,Brooklyn Community Board 14,"Community Board 14, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.cb14brooklyn.com/,,CB,,,,1951,Jo Ann Brown,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300101,Manhattan Community Board 1,"Community Board 01, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/manhattancb1/index.page,,CB,,,,1951,Tammy Meltzer,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300211,Bronx Community Board 11,"Community Board 11, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb11/index.page,,CB,,,,1951,Bernadette Ferrara,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300104,Manhattan Community Board 4,"Community Board 04, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbmanhattan.cityofnewyork.us/cb4/,,CB,,,,1951,Jessica Chait,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300103,Manhattan Community Board 3,"Community Board 03, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/manhattancb3,,CB,,,,1951,Andrea Gordillo,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300412,Queens Community Board 12,"Community Board 12, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb12/index.page,,CB,,,,1951,Carlene Thorbs,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300317,Brooklyn Community Board 17,"Community Board 17, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbbrooklyn.cityofnewyork.us/cb17/,,CB,,,,1951,Rodrick F. Daley,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300316,Brooklyn Community Board 16,"Community Board 16, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb16/index.page,,CB,,,,1951,Genese T. Morgan,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300405,Queens Community Board 5,"Community Board 05, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb5/index.page,,CB,,,,1951,"Vincent Arcuri, Jr.",Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300312,Brooklyn Community Board 12,"Community Board 12, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.brooklyncb12.org/,,CB,,,,1951,Yidel Perlstein,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300313,Brooklyn Community Board 13,"Community Board 13, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/brooklyncb13/index.page,,CB,,,,1951,Lucy Mujica Diaz,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300410,Queens Community Board 10,"Community Board 10, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb10/index.page,,CB,,,,1951,Elizabeth Braton,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300408,Queens Community Board 8,"Community Board 08, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb8/index.page,,CB,,,,1951,Martha Taylor,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300208,Bronx Community Board 8,"Community Board 08, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb8/index.page,,CB,,,,1951,Julie Reyes,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300111,Manhattan Community Board 11,"Community Board 11, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.cb11m.org,,CB,,,,1951,Nilsa Orama,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300202,Bronx Community Board 2,"Community Board 02, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",,,CB,,,,1951,Roberto Crespo,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300105,Manhattan Community Board 5,"Community Board 05, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.cb5.org/,,CB,,,,1951,Vikki Babero,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300413,Queens Community Board 13,"Community Board 13, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb13/index.page,,CB,,,,1951,Bryan Block,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300310,Brooklyn Community Board 10,"Community Board 10, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbbrooklyn.cityofnewyork.us/cb10/,,CB,,,,1951,Jaynemarie Capetanakis,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300407,Queens Community Board 7,"Community Board 07, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb7/index.page,,CB,,,,1951,"Eugene T. Kelty, Jr.",Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300318,Brooklyn Community Board 18,"Community Board 18, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb18/index.page,,CB,,,,1951,Naomi Hopkins,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300109,Manhattan Community Board 9,"Community Board 09, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www.cb9m.org,,CB,,,,1951,Padmore John,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300205,Bronx Community Board 5,"Community Board 05, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/html/bxcb5/html/home/home.shtml,,CB,,,,1951,Angel Caballero,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300411,Queens Community Board 11,"Community Board 11, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb11/index.page,,CB,,,,1951,Michael Budabin,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300107,Manhattan Community Board 7,"Community Board 07, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/mcb7,,CB,,,,1951,Steven Brown,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300315,Brooklyn Community Board 15,"Community Board 15, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/brooklyncb15/index.page,,CB,,,,1951,Theresa Scavo,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300406,Queens Community Board 6,"Community Board 06, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb6/index.page,,CB,,,,1951,Heather Beers-Dimitriadis,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
NYC_GOID_300301,Brooklyn Community Board 1,"Community Board 01, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb1/index.page,,CB,,,,1951,Dealice Fuller,Chair,,,,Community Boards (CB),,,,,,,,Community Boards (CB),Community Boards,TRUE,TRUE,,,,,,,,
