ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
v0_10_42,2025-06-27T11:14:05.760058,NYC_GOID_000172,Staten Island District Attorney's Office,NameAlphabetized,District Attorney - Richmond County,"District Attorney's Office, Staten Island",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""District Attorney's Office, Staten Island""",v0_10_pipeline_run,direct_set
v0_10_43,2025-06-27T11:14:05.760283,NYC_GOID_000172,Staten Island District Attorney's Office,AlternateOrFormerNames,District Attorney - Staten Island,Richmond County District Attorney's Office,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Richmond County District Attorney's Office""",v0_10_pipeline_run,direct_set
v0_10_44,2025-06-27T11:14:05.760508,NYC_GOID_000389,Police Department,Name,Police Department,New York City Police Department,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Police Department""",v0_10_pipeline_run,direct_set
v0_10_45,2025-06-27T11:14:05.760730,NYC_GOID_000389,New York City Police Department,NameAlphabetized,Police Department,"Police Department, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Police Department, New York City""",v0_10_pipeline_run,direct_set
v0_10_46,2025-06-27T11:14:05.760951,NYC_GOID_000389,New York City Police Department,AlternateOrFormerNames,,Police Department,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Police Department""",v0_10_pipeline_run,direct_set
v0_10_47,2025-06-27T11:14:05.761421,NYC_GOID_000401,Public Administrator of Queens County,NameAlphabetized,Public Administrator - Queens County,"Public Administrator, Queens County",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Administrator, Queens County""",v0_10_pipeline_run,direct_set
v0_10_48,2025-06-27T11:14:05.761808,NYC_GOID_000171,Queens District Attorney's Office,NameAlphabetized,District Attorney - Queens County,"District Attorney's Office, Queens",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""District Attorney's Office, Queens""",v0_10_pipeline_run,direct_set
v0_10_49,2025-06-27T11:14:05.762233,NYC_GOID_000171,Queens District Attorney's Office,AlternateOrFormerNames,,Queens County District Attorney's Office,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Queens County District Attorney's Office""",v0_10_pipeline_run,direct_set
v0_10_50,2025-06-27T11:14:05.763072,NYC_GOID_000412,Richmond County Public Administrator,NameAlphabetized,Public Administrator - Richmond County,"Public Administrator, Richmond County",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Administrator, Richmond County""",v0_10_pipeline_run,direct_set
v0_10_51,2025-06-27T11:14:05.763876,NYC_GOID_000069,Jamaica Center for Arts & Learning,Name,Jamaica Center for Arts & Learning,Jamaica Center for Arts and Learning,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jamaica Center for Arts and Learning""",v0_10_pipeline_run,direct_set
v0_10_52,2025-06-27T11:14:05.764524,NYC_GOID_000069,Jamaica Center for Arts and Learning,NameAlphabetized,Jamaica Center for Arts & Learning,Jamaica Center for Arts and Learning,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jamaica Center for Arts and Learning""",v0_10_pipeline_run,direct_set
v0_10_53,2025-06-27T11:14:05.765094,NYC_GOID_100027,"Office of Film, Theatre, & Broadcasting",Name,"Office of Film, Theatre, & Broadcasting","Office of Film, Theatre, and Broadcasting",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of Film, Theatre, and Broadcasting""",v0_10_pipeline_run,direct_set
v0_10_54,2025-06-27T11:14:05.765360,NYC_GOID_100027,"Office of Film, Theatre, and Broadcasting",NameAlphabetized,"Film, Theatre, & Broadcasting, Office of","Film, Theatre, and Broadcasting, Office of",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Film, Theatre, and Broadcasting, Office of""",v0_10_pipeline_run,direct_set
v0_10_55,2025-06-27T11:14:05.765648,NYC_GOID_000086,Snug Harbor Cultural Center & Botanical Garden,Name,Snug Harbor Cultural Center & Botanical Garden,Snug Harbor Cultural Center and Botanical Garden,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Snug Harbor Cultural Center and Botanical Garden""",v0_10_pipeline_run,direct_set
v0_10_56,2025-06-27T11:14:05.765927,NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,NameAlphabetized,Snug Harbor Cultural Center & Botanical Garden,Snug Harbor Cultural Center and Botanical Garden,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Snug Harbor Cultural Center and Botanical Garden""",v0_10_pipeline_run,direct_set
v0_10_57,2025-06-27T11:14:05.766163,NYC_GOID_000426,"Sports, Wellness, and Recreation Advisory Board",NameAlphabetized,"Sports, Wellness, & Recreation Advisory Board","Sports, Wellness, and Recreation Advisory Board",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Sports, Wellness, and Recreation Advisory Board""",v0_10_pipeline_run,direct_set
v0_10_58,2025-06-27T11:14:05.766397,NYC_GOID_000459,Water Board,Name,Water Board,New York City Water Board,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Water Board""",v0_10_pipeline_run,direct_set
v0_10_59,2025-06-27T11:14:05.766668,NYC_GOID_000459,New York City Water Board,NameAlphabetized,New York City Water Board,"Water Board, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Water Board, New York City""",v0_10_pipeline_run,direct_set
v0_10_60,2025-06-27T11:14:05.766901,NYC_GOID_000058,Child Fatality Review Advisory Team,OrganizationType,Public Benefit or Development Organization,Advisory or Regulatory Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Advisory or Regulatory Organization""",v0_10_pipeline_run,direct_set
v0_10_61,2025-06-27T11:14:05.767129,NYC_GOID_000464,National September 11 Memorial and Museum,OrganizationType,Public Benefit or Development Organization,Nonprofit Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Nonprofit Organization""",v0_10_pipeline_run,direct_set
v0_10_62,2025-06-27T11:14:05.767358,NYC_GOID_000196,Forest Park Trust,OrganizationType,Nonprofit Organization,Public Benefit or Development Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Benefit or Development Organization""",v0_10_pipeline_run,direct_set
v0_10_63,2025-06-27T11:14:05.767585,NYC_GOID_000218,Hudson River Park Trust,OrganizationType,Nonprofit Organization,Public Benefit or Development Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Benefit or Development Organization""",v0_10_pipeline_run,direct_set
v0_10_64,2025-06-27T11:14:05.767812,NYC_GOID_000448,Trust for Cultural Resources,OrganizationType,Nonprofit Organization,Public Benefit or Development Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Benefit or Development Organization""",v0_10_pipeline_run,direct_set
v0_10_65,2025-06-27T11:14:05.768037,NYC_GOID_000449,Trust for Governors Island,OrganizationType,Nonprofit Organization,Public Benefit or Development Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Benefit or Development Organization""",v0_10_pipeline_run,direct_set
v0_10_66,2025-06-27T11:14:05.768266,NYC_GOID_000344,Office of Administrative Justice Coordinator,Name,Office of Administrative Justice Coordinator,Office of the Administrative Justice Coordinator,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Administrative Justice Coordinator""",v0_10_pipeline_run,direct_set
v0_10_67,2025-06-27T11:14:05.768904,NYC_GOID_000344,Office of the Administrative Justice Coordinator,NameAlphabetized,"Administrative Justice Coordinator, Office of","Administrative Justice Coordinator, Office of the",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Administrative Justice Coordinator, Office of the""",v0_10_pipeline_run,direct_set
v0_10_68,2025-06-27T11:14:05.769186,NYC_GOID_000355,Office of Community Hiring,OrganizationType,Mayoral Office,Division,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Division""",v0_10_pipeline_run,direct_set
v0_10_69,2025-06-27T11:14:05.769432,NYC_GOID_000355,Office of Community Hiring,ReportsTo,,Mayor's Office of Talent and Workforce Development,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Mayor's Office of Talent and Workforce Development""",v0_10_pipeline_run,direct_set
v0_10_70,2025-06-27T11:14:05.769665,NYC_GOID_000468,Young Men's Initiative,Name,Young Men's Initiative,New York City Young Men's Initiative,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Young Men's Initiative""",v0_10_pipeline_run,direct_set
v0_10_71,2025-06-27T11:14:05.769892,NYC_GOID_000468,New York City Young Men's Initiative,NameAlphabetized,Young Men's Initiative,"Young Men's Initiative, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Young Men's Initiative, New York City""",v0_10_pipeline_run,direct_set
v0_10_72,2025-06-27T11:14:05.770117,NYC_GOID_000468,New York City Young Men's Initiative,AlternateOrFormerNames,,Young Men's Initiative,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Young Men's Initiative""",v0_10_pipeline_run,direct_set
v0_10_73,2025-06-27T11:14:05.770340,NYC_GOID_000135,Department for the Aging,AlternateOrFormerNames,,NYC Aging,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""NYC Aging""",v0_10_pipeline_run,direct_set
v0_10_74,2025-06-27T11:14:05.770750,NYC_GOID_000143,Department of Education,Name,Department of Education,New York City Public Schools,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Public Schools""",v0_10_pipeline_run,direct_set
v0_10_75,2025-06-27T11:14:05.771001,NYC_GOID_000143,New York City Public Schools,NameAlphabetized,"Education, Department of","Public Schools, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Schools, New York City""",v0_10_pipeline_run,direct_set
v0_10_76,2025-06-27T11:14:05.771240,NYC_GOID_000143,New York City Public Schools,AlternateOrFormerNames,,Department of Education; NYC Public Schools,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Department of Education; NYC Public Schools""",v0_10_pipeline_run,direct_set
v0_10_77,2025-06-27T11:14:05.771473,NYC_GOID_000144,Department of Environment Protection,Name,Department of Environment Protection,Department of Environmental Protection,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Department of Environmental Protection""",v0_10_pipeline_run,direct_set
v0_10_78,2025-06-27T11:14:05.771709,NYC_GOID_000144,Department of Environmental Protection,NameAlphabetized,"Environmental Protection, Department of","Environmental Protection, Department of",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Environmental Protection, Department of""",v0_10_pipeline_run,direct_set
v0_10_79,2025-06-27T11:14:05.771937,NYC_GOID_000151,Department of Records and Information Service,Name,Department of Records and Information Service,Department of Records and Information Services,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Department of Records and Information Services""",v0_10_pipeline_run,direct_set
v0_10_80,2025-06-27T11:14:05.772161,NYC_GOID_000151,Department of Records and Information Services,NameAlphabetized,"Records and Information Services, Department of","Records and Information Services, Department of",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Records and Information Services, Department of""",v0_10_pipeline_run,direct_set
v0_10_81,2025-06-27T11:14:05.772387,NYC_GOID_000152,Department of Sanitation,Name,Department of Sanitation,New York City Department of Sanitation,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Department of Sanitation""",v0_10_pipeline_run,direct_set
v0_10_82,2025-06-27T11:14:05.772606,NYC_GOID_000152,New York City Department of Sanitation,NameAlphabetized,"Sanitation, Department of","Sanitation, New York City Department of Sanitation",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Sanitation, New York City Department of Sanitation""",v0_10_pipeline_run,direct_set
v0_10_83,2025-06-27T11:14:05.772825,NYC_GOID_000152,New York City Department of Sanitation,AlternateOrFormerNames,,Department of Sanitation; NYC Sanitation,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Department of Sanitation; NYC Sanitation""",v0_10_pipeline_run,direct_set
v0_10_84,2025-06-27T11:14:05.773043,NYC_GOID_000157,Department of Transportation,Name,Department of Transportation,New York City Department of Transportation,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Department of Transportation""",v0_10_pipeline_run,direct_set
v0_10_85,2025-06-27T11:14:05.773269,NYC_GOID_000157,New York City Department of Transportation,NameAlphabetized,"Transportation, Department of","Transportation, New York City Department of",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Transportation, New York City Department of""",v0_10_pipeline_run,direct_set
v0_10_86,2025-06-27T11:14:05.773494,NYC_GOID_000157,New York City Department of Transportation,AlternateOrFormerNames,,Department of Transportation,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Department of Transportation""",v0_10_pipeline_run,direct_set
v0_10_87,2025-06-27T11:14:05.773713,NYC_GOID_000238,Law Department,Name,Law Department,New York City Law Department,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Law Department""",v0_10_pipeline_run,direct_set
v0_10_88,2025-06-27T11:14:05.773929,NYC_GOID_000238,New York City Law Department,NameAlphabetized,Law Department,"Law Department, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Law Department, New York City""",v0_10_pipeline_run,direct_set
v0_10_89,2025-06-27T11:14:05.774145,NYC_GOID_000238,New York City Law Department,AlternateOrFormerNames,,Law Department; Office of the Corporation Counsel,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Law Department; Office of the Corporation Counsel""",v0_10_pipeline_run,direct_set
v0_10_90,2025-06-27T11:14:05.774363,NYC_GOID_000315,NYC Emergency Management,Name,NYC Emergency Management,New York City Emergency Management,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Emergency Management""",v0_10_pipeline_run,direct_set
v0_10_91,2025-06-27T11:14:05.774580,NYC_GOID_000315,New York City Emergency Management,NameAlphabetized,"Emergency Management, NYC","Emergency Management, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Emergency Management, New York City""",v0_10_pipeline_run,direct_set
v0_10_92,2025-06-27T11:14:05.774801,NYC_GOID_000315,New York City Emergency Management,AlternateOrFormerNames,Emergency Management Department;New York City Office of Emergency Management,NYC Emergency Management; Office of Emergency Management,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""NYC Emergency Management; Office of Emergency Management""",v0_10_pipeline_run,direct_set
v0_10_93,2025-06-27T11:14:05.775276,NYC_GOID_100020,Office of Inspector General for the NYPD,Name,Office of Inspector General for the NYPD,Office of the Inspector General for the NYPD,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Inspector General for the NYPD""",v0_10_pipeline_run,direct_set
v0_10_94,2025-06-27T11:14:05.776577,NYC_GOID_100020,Office of the Inspector General for the NYPD,NameAlphabetized,"Inspector General for the NYPD, Office of","Inspector General for the NYPD, Office of the",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Inspector General for the NYPD, Office of the""",v0_10_pipeline_run,direct_set
v0_10_95,2025-06-27T11:14:05.777331,NYC_GOID_100020,Office of the Inspector General for the NYPD,Acronym,OIGNYPD,OIG-NYPD,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""OIG-NYPD""",v0_10_pipeline_run,direct_set
v0_10_96,2025-06-27T11:14:05.777659,NYC_GOID_100020,Office of the Inspector General for the NYPD,AlternateOrFormerAcronyms,,OIGNYPD,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""OIGNYPD""",v0_10_pipeline_run,direct_set
v0_10_97,2025-06-27T11:14:05.778012,NYC_GOID_100020,Office of the Inspector General for the NYPD,ReportsTo,,Department of Investigation,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Department of Investigation""",v0_10_pipeline_run,direct_set
v0_10_98,2025-06-27T11:14:05.778269,NYC_GOID_100024,Tax Commission,Name,Tax Commission,New York City Tax Commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Tax Commission""",v0_10_pipeline_run,direct_set
v0_10_99,2025-06-27T11:14:05.778513,NYC_GOID_100024,New York City Tax Commission,NameAlphabetized,Tax Commission,"Tax Commission, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Tax Commission, New York City""",v0_10_pipeline_run,direct_set
v0_10_100,2025-06-27T11:14:05.778750,NYC_GOID_100024,New York City Tax Commission,AlternateOrFormerNames,,Tax Commission; NYC Tax Commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Tax Commission; NYC Tax Commission""",v0_10_pipeline_run,direct_set
