record_id,record_name,field_name,new_value,justification,evidence_url
NYC_GOID_000216,"Department of Housing Preservation and Development",principal_officer_full_name,"Dina Levy","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-dina-levy-as-housing-commissioner--announ"
NYC_GOID_000216,"Department of Housing Preservation and Development",principal_officer_first_name,"Dina","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-dina-levy-as-housing-commissioner--announ"
NYC_GOID_000216,"Department of Housing Preservation and Development",principal_officer_last_name,"Levy","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-dina-levy-as-housing-commissioner--announ"
NYC_GOID_000216,"Department of Housing Preservation and Development",principal_officer_title,"Commissioner","Title per Mamdani administration","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-dina-levy-as-housing-commissioner--announ"
NYC_GOID_000216,"Department of Housing Preservation and Development",reports_to,"Deputy Mayor for Housing and Planning","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000217,"Mayor's Office of Housing Recovery Operations",reports_to,"Deputy Mayor for Housing and Planning","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000226,"Office of Intergovernmental Affairs",principal_officer_full_name,"Jahmila Edwards","Correcting spelling: Edward -> Edwards","https://mailchi.mp/zohranfornyc/mayor-elect-mamdani-appoints-jahmila-edwards-as-director-of-intergovernmental-affairs?e=e5b5547d0d"
NYC_GOID_000226,"Office of Intergovernmental Affairs",principal_officer_last_name,"Edwards","Correcting spelling: Edward -> Edwards","https://mailchi.mp/zohranfornyc/mayor-elect-mamdani-appoints-jahmila-edwards-as-director-of-intergovernmental-affairs?e=e5b5547d0d"
NYC_GOID_000226,"Office of Intergovernmental Affairs",reports_to,"Chief of Staff","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000236,"Landmarks Preservation Commission",reports_to,"Deputy Mayor for Housing and Planning","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000245,"Mayor's Advisory Committee on the Judiciary",principal_officer_full_name,"Ali Najmi","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-ali-najmi-as-chair-of-mayor-s-advisory-co"
NYC_GOID_000245,"Mayor's Advisory Committee on the Judiciary",principal_officer_first_name,"Ali","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-ali-najmi-as-chair-of-mayor-s-advisory-co"
NYC_GOID_000245,"Mayor's Advisory Committee on the Judiciary",principal_officer_last_name,"Najmi","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-ali-najmi-as-chair-of-mayor-s-advisory-co"
NYC_GOID_000245,"Mayor's Advisory Committee on the Judiciary",principal_officer_title,"Chair","Title per Mamdani administration","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-appoints-ali-najmi-as-chair-of-mayor-s-advisory-co"
NYC_GOID_000248,"Mayor's Fund to Advance New York City",reports_to,"Chief of Staff","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000252,"Mayor's Office for Economic Opportunity",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000255,"Mayor's Office for International Affairs",reports_to,"Chief of Staff","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000257,"Mayor's Office for Nonprofit Services",reports_to,"Deputy Mayor for Operations","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000260,"Mayor's Office of Appointments",reports_to,"Chief of Staff","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000261,"Mayor's Office of Citywide Events Coordination and Management",reports_to,"Chief of Staff","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000262,"Mayor's Office of Climate and Environmental Justice",principal_officer_full_name,"Louise Yeung","Mamdani administration appointment","http://eepurl.com/jvQECU"
NYC_GOID_000262,"Mayor's Office of Climate and Environmental Justice",principal_officer_first_name,"Louise","Mamdani administration appointment","http://eepurl.com/jvQECU"
NYC_GOID_000262,"Mayor's Office of Climate and Environmental Justice",principal_officer_last_name,"Yeung","Mamdani administration appointment","http://eepurl.com/jvQECU"
NYC_GOID_000262,"Mayor's Office of Climate and Environmental Justice",principal_officer_title,"Chief Climate Officer","Title per Mamdani administration","http://eepurl.com/jvQECU"
NYC_GOID_000262,"Mayor's Office of Climate and Environmental Justice",reports_to,"Deputy Mayor for Operations","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000264,"Mayor's Office of Contract Services",reports_to,"Deputy Mayor for Operations","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000266,"Mayor's Office of Criminal Justice",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000268,"Mayor's Office of Ethnic and Community Media",reports_to,"Mayor's Office of Mass Engagement","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000269,"Mayor's Office of Food Policy",reports_to,"Deputy Mayor for Health and Human Services","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000270,"Mayor's Office of Immigrant Affairs",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000271,"Mayor's Office of Media and Entertainment",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000272,"Mayor's Office of Minority and Women-Owned Business Enterprises",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000274,"Mayor's Office of Operations",reports_to,"Deputy Mayor for Operations","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000277,"Mayor's Office of Special Enforcement",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000278,"Mayor's Office of Special Projects and Community Events",reports_to,"Chief of Staff","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000279,"Mayor's Office of Sports, Wellness and Recreation",reports_to,"Chief of Staff","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000281,"Mayor's Office of Talent and Workforce Development",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000286,"Mayor's Office to Protect Tenants",principal_officer_full_name,"Cea Weaver","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-signs-eo-to-revitalize-mayor-s-office-to-protect-t"
NYC_GOID_000286,"Mayor's Office to Protect Tenants",principal_officer_first_name,"Cea","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-signs-eo-to-revitalize-mayor-s-office-to-protect-t"
NYC_GOID_000286,"Mayor's Office to Protect Tenants",principal_officer_last_name,"Weaver","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/mayor-mamdani-signs-eo-to-revitalize-mayor-s-office-to-protect-t"
NYC_GOID_000286,"Mayor's Office to Protect Tenants",reports_to,"Deputy Mayor for Housing and Planning","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000293,"Mayor's Public Engagement Unit",reports_to,"Mayor's Office of Mass Engagement","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000310,"New York City Tourism + Conventions",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000312,"New York City Children's Cabinet",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000315,"New York City Emergency Management",reports_to,"Deputy Mayor for Operations","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000319,"New York City Housing Authority",reports_to,"Deputy Mayor for Housing and Planning","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000328,"NYC Service",reports_to,"Mayor's Office of Mass Engagement","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000351,"Mayor's Office for Childcare and Early Childhood Education",principal_officer_full_name,"Emmy Liss","Mamdani administration appointment","http://eepurl.com/jvQECU"
NYC_GOID_000351,"Mayor's Office for Childcare and Early Childhood Education",principal_officer_first_name,"Emmy","Mamdani administration appointment","http://eepurl.com/jvQECU"
NYC_GOID_000351,"Mayor's Office for Childcare and Early Childhood Education",principal_officer_last_name,"Liss","Mamdani administration appointment","http://eepurl.com/jvQECU"
NYC_GOID_000351,"Mayor's Office for Childcare and Early Childhood Education",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000371,"Office of Labor Relations",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000374,"Mayor's Office of Management and Budget",principal_officer_full_name,"Sherif Soliman","Mamdani administration appointment","https://mailchi.mp/zohranfornyc/mayor-elect-mamdani-appoints-budget-veteran-sherif-soliman-as-office-of-management-and-budget-director?e=e5b5547d0d"
NYC_GOID_000374,"Mayor's Office of Management and Budget",principal_officer_first_name,"Sherif","Mamdani administration appointment","https://mailchi.mp/zohranfornyc/mayor-elect-mamdani-appoints-budget-veteran-sherif-soliman-as-office-of-management-and-budget-director?e=e5b5547d0d"
NYC_GOID_000374,"Mayor's Office of Management and Budget",principal_officer_last_name,"Soliman","Mamdani administration appointment","https://mailchi.mp/zohranfornyc/mayor-elect-mamdani-appoints-budget-veteran-sherif-soliman-as-office-of-management-and-budget-director?e=e5b5547d0d"
NYC_GOID_000374,"Mayor's Office of Management and Budget",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000382,"Office of Technology and Innovation",reports_to,"Deputy Mayor for Operations","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000385,"Mayor's Office for Prevention of Hate Crimes",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000389,"New York City Police Department",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000397,"Public Design Commission",reports_to,"Deputy Mayor for Housing and Planning","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000416,"School Construction Authority",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000436,"New York City Taxi and Limousine Commission",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_000468,"New York City Young Men's Initiative",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_100011,"Office of Data Analytics",reports_to,"Deputy Mayor for Operations","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_100017,"Office of Nightlife",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_100018,"Mayor's Office to Prevent Gun Violence",reports_to,"First Deputy Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_100021,"Office of the Chief Medical Examiner",reports_to,"Deputy Mayor for Health and Human Services","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_100027,"Office of Film, Theatre, and Broadcasting",reports_to,"Deputy Mayor for Economic Justice","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NYC_GOID_100032,"Deputy Mayor for Housing and Planning",reports_to,"Office of the Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",name,"Deputy Mayor for Economic Justice","New position created by Mamdani administration","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",name_alphabetized,"Economic Justice, Deputy Mayor for","Alphabetized version of name","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",operational_status,"Active","New position","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",organization_type,"Mayoral Office","Deputy Mayor position","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",description,"Oversees agencies including Taxi and Limousine Commission, Department of Consumer and Worker Protection, Commission on Human Rights, and Department of Small Business Services to address inequality and unfair labor practices.","Per Mamdani administration announcement","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",principal_officer_full_name,"Julie Su","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",principal_officer_first_name,"Julie","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",principal_officer_last_name,"Su","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",principal_officer_title,"Deputy Mayor for Economic Justice","Title per Mamdani administration","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",in_org_chart,"TRUE","Org Chart Status assumed from inclusion in EO 02.","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Deputy Mayor for Economic Justice",reports_to,"Office of the Mayor","Per EO 02 - Mayor's Office Structure and Operations","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-02"
NEW,"Mayor's Office of Mass Engagement",name,"Mayor's Office of Mass Engagement","New office established by EO 07","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",name_alphabetized,"Mass Engagement, Mayor's Office of","Alphabetized version of name","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",operational_status,"Active","New office","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",organization_type,"Mayoral Office","Established by Executive Order","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",description,"Transforms how New Yorkers engage with their government, working within City Hall and across agencies to strategize, coordinate, and implement participatory government initiatives.","Per EO 07","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",principal_officer_full_name,"Tascha Van Auken","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",principal_officer_first_name,"Tascha","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",principal_officer_last_name,"Van Auken","Mamdani administration appointment","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",principal_officer_title,"Commissioner","Title per Mamdani administration","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NEW,"Mayor's Office of Mass Engagement",in_org_chart,"TRUE","Org Chart Status assumed from inclusion in EO 02.","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NYC_GOID_100019,"Mayor's Office of Faith-Based and Community Partnerships",reports_to,"Mayor's Office of Mass Engagement","New oversight established by EO 07","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
NYC_GOID_000362,"Mayor's Office of Civic Engagement",operational_status,"Reorganized","The Office of Civic Engagement and the position of Chief Engagement Officer shall be discontinued by EO 07","https://www.nyc.gov/mayors-office/news/2026/01/executive-order-07"
