timestamp,record_id,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
2025-06-04 13:25:46,NYC_GOID_000017,PrincipalOfficerFullName,,Tobi Jaiyesimi,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000017,PrincipalOfficerGivenName,,Tobi,System_NameParseRule,Parsed from: 'Tobi Jaiyesimi',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000017,PrincipalOfficerFamilyName,,Jaiyesimi,System_NameParseRule,Parsed from: 'Tobi Jaiyesimi',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000018,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000019,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000024,PrincipalOfficerFullName,,Michelle Morse,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000024,PrincipalOfficerGivenName,,Michelle,System_NameParseRule,Parsed from: 'Michelle Morse',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000024,PrincipalOfficerFamilyName,,Morse,System_NameParseRule,Parsed from: 'Michelle Morse',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000026,PrincipalOfficerFullName,,Vanessa L. Gibson,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000026,PrincipalOfficerGivenName,,Vanessa,System_NameParseRule,Parsed from: 'Vanessa L. Gibson',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000026,PrincipalOfficerMiddleNameOrInitial,,L.,System_NameParseRule,Parsed from: 'Vanessa L. Gibson',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000026,PrincipalOfficerFamilyName,,Gibson,System_NameParseRule,Parsed from: 'Vanessa L. Gibson',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000027,PrincipalOfficerFullName,,Antonio Reynoso,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000027,PrincipalOfficerGivenName,,Antonio,System_NameParseRule,Parsed from: 'Antonio Reynoso',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000027,PrincipalOfficerFamilyName,,Reynoso,System_NameParseRule,Parsed from: 'Antonio Reynoso',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000028,PrincipalOfficerFullName,,Mark D. Levine,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000028,PrincipalOfficerGivenName,,Mark,System_NameParseRule,Parsed from: 'Mark D. Levine',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000028,PrincipalOfficerMiddleNameOrInitial,,D.,System_NameParseRule,Parsed from: 'Mark D. Levine',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000028,PrincipalOfficerFamilyName,,Levine,System_NameParseRule,Parsed from: 'Mark D. Levine',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000029,PrincipalOfficerFullName,,Donovan J. Richards Jr.,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000029,PrincipalOfficerGivenName,,Donovan,System_NameParseRule,Parsed from: 'Donovan J. Richards Jr.',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000029,PrincipalOfficerMiddleNameOrInitial,,J.,System_NameParseRule,Parsed from: 'Donovan J. Richards Jr.',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000029,PrincipalOfficerFamilyName,,Richards,System_NameParseRule,Parsed from: 'Donovan J. Richards Jr.',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000029,PrincipalOfficerSuffix,,Jr.,System_NameParseRule,Parsed from: 'Donovan J. Richards Jr.',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000030,PrincipalOfficerFullName,,Vito J. Fossella,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000030,PrincipalOfficerGivenName,,Vito,System_NameParseRule,Parsed from: 'Vito J. Fossella',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000030,PrincipalOfficerMiddleNameOrInitial,,J.,System_NameParseRule,Parsed from: 'Vito J. Fossella',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000030,PrincipalOfficerFamilyName,,Fossella,System_NameParseRule,Parsed from: 'Vito J. Fossella',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000034,PrincipalOfficerFullName,,Eric Landau,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000034,PrincipalOfficerGivenName,,Eric,System_NameParseRule,Parsed from: 'Eric Landau',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000034,PrincipalOfficerFamilyName,,Landau,System_NameParseRule,Parsed from: 'Eric Landau',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000035,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000036,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000041,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000043,PrincipalOfficerFullName,,Tremaine Wright,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000043,PrincipalOfficerGivenName,,Tremaine,System_NameParseRule,Parsed from: 'Tremaine Wright',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000043,PrincipalOfficerFamilyName,,Wright,System_NameParseRule,Parsed from: 'Tremaine Wright',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000044,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000045,PrincipalOfficerFullName,,Jason Merwin,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000045,PrincipalOfficerGivenName,,Jason,System_NameParseRule,Parsed from: 'Jason Merwin',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000045,PrincipalOfficerFamilyName,,Merwin,System_NameParseRule,Parsed from: 'Jason Merwin',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000048,PrincipalOfficerFullName,,Elizabeth W. Smith,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000048,PrincipalOfficerGivenName,,Elizabeth,System_NameParseRule,Parsed from: 'Elizabeth W. Smith',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000048,PrincipalOfficerMiddleNameOrInitial,,W.,System_NameParseRule,Parsed from: 'Elizabeth W. Smith',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000048,PrincipalOfficerFamilyName,,Smith,System_NameParseRule,Parsed from: 'Elizabeth W. Smith',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000051,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000054,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000056,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000057,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000058,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000059,PrincipalOfficerFullName,,Sean Decatur,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000059,PrincipalOfficerGivenName,,Sean,System_NameParseRule,Parsed from: 'Sean Decatur',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000059,PrincipalOfficerFamilyName,,Decatur,System_NameParseRule,Parsed from: 'Sean Decatur',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000060,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000061,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000062,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000063,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000064,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000065,PrincipalOfficerFullName,,Anne Pasternak,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000065,PrincipalOfficerGivenName,,Anne,System_NameParseRule,Parsed from: 'Anne Pasternak',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000065,PrincipalOfficerFamilyName,,Pasternak,System_NameParseRule,Parsed from: 'Anne Pasternak',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000066,PrincipalOfficerFullName,,Sir Clive Gillinson,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000066,PrincipalOfficerGivenName,,Clive,System_NameParseRule,Parsed from: 'Sir Clive Gillinson',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000066,PrincipalOfficerFamilyName,,Gillinson,System_NameParseRule,Parsed from: 'Sir Clive Gillinson',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000067,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000068,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000069,PrincipalOfficerFullName,,Ellen Keane,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000069,PrincipalOfficerGivenName,,Ellen,System_NameParseRule,Parsed from: 'Ellen Keane',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000069,PrincipalOfficerFamilyName,,Keane,System_NameParseRule,Parsed from: 'Ellen Keane',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000070,PrincipalOfficerFullName,,Wynton Marsalis,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000070,PrincipalOfficerGivenName,,Wynton,System_NameParseRule,Parsed from: 'Wynton Marsalis',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000070,PrincipalOfficerFamilyName,,Marsalis,System_NameParseRule,Parsed from: 'Wynton Marsalis',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000071,PrincipalOfficerFullName,,Lear deBessonet,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000071,PrincipalOfficerGivenName,,Lear,System_NameParseRule,Parsed from: 'Lear deBessonet',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000071,PrincipalOfficerFamilyName,,deBessonet,System_NameParseRule,Parsed from: 'Lear deBessonet',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000072,PrincipalOfficerFullName,,Max Hollein,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000072,PrincipalOfficerGivenName,,Max,System_NameParseRule,Parsed from: 'Max Hollein',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000072,PrincipalOfficerFamilyName,,Hollein,System_NameParseRule,Parsed from: 'Max Hollein',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000073,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000074,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000075,PrincipalOfficerFullName,,Glenn D. Lowry,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000075,PrincipalOfficerGivenName,,Glenn,System_NameParseRule,Parsed from: 'Glenn D. Lowry',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000075,PrincipalOfficerMiddleNameOrInitial,,D.,System_NameParseRule,Parsed from: 'Glenn D. Lowry',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000075,PrincipalOfficerFamilyName,,Lowry,System_NameParseRule,Parsed from: 'Glenn D. Lowry',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000076,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000077,PrincipalOfficerFullName,,Jennifer Bernstein,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000077,PrincipalOfficerGivenName,,Jennifer,System_NameParseRule,Parsed from: 'Jennifer Bernstein',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000077,PrincipalOfficerFamilyName,,Bernstein,System_NameParseRule,Parsed from: 'Jennifer Bernstein',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000078,PrincipalOfficerFullName,,Jonathan Stafford,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000078,PrincipalOfficerGivenName,,Jonathan,System_NameParseRule,Parsed from: 'Jonathan Stafford',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000078,PrincipalOfficerFamilyName,,Stafford,System_NameParseRule,Parsed from: 'Jonathan Stafford',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000079,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000080,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000081,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000082,PrincipalOfficerFullName,,Oskar Eustis,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000082,PrincipalOfficerGivenName,,Oskar,System_NameParseRule,Parsed from: 'Oskar Eustis',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000082,PrincipalOfficerFamilyName,,Eustis,System_NameParseRule,Parsed from: 'Oskar Eustis',MyName_Phase6_FinalGlobalPass,name_parse_success
2025-06-04 13:25:46,NYC_GOID_000083,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000084,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000085,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000086,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000087,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000088,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000089,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
2025-06-04 13:25:46,NYC_GOID_000090,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_FinalGlobalPass,name_parse_review_needed
